,Datetime,Tweet Id,Text,Username
0,2022-03-02 21:01:53+00:00,1499127878134288384,"I only work with the best, because I am the best! Google recently wanted me to apply/join their start up accelerator for climate change and I refuse! I refuse because my Graphene solution is worth more than Google altogether. #climatechange #startup #goog…https://t.co/WRJt0isVQb",HRH_Xaba
1,2022-03-02 20:53:46+00:00,1499125838175944704,Google is the internet !! #google #googl #goog #stock #market #tech #technology #epic #internet #monster https://t.co/amuFMxpcm6,leoventuresllc
2,2022-03-02 20:23:46+00:00,1499118285408854017,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/TrKm5WkcHe,leoventuresllc
3,2022-03-02 18:33:40+00:00,1499090578302251013,$GOOG will be at its lowest on 2022-03-02 best time to BUY #goog #investing,StocksHighligh1
4,2022-03-02 18:33:05+00:00,1499090433149915139,$GOOG will be at its highest on 2023-03-01 best time to SELL #goog #stock,StocksHighligh1
5,2022-03-02 13:53:46+00:00,1499020141077712897,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/xQxIzqzevZ,leoventuresllc
6,2022-03-02 07:23:46+00:00,1498921995295244295,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/OhlkVdtD2H,leoventuresllc
7,2022-03-02 00:53:46+00:00,1498823846668947458,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/MMZ8YqxRKp,leoventuresllc
8,2022-03-02 00:33:16+00:00,1498818688362893316,$GOOGL weekly chart. Descending triangle pattern. Now falling to get above 10 wk SMA. 👇🏽🤦🏽‍♂️ $GOOG #GOOGL #GOOG #Google https://t.co/6zsUHP3Ddz,chartismatic
9,2022-03-01 22:47:54+00:00,1498792170542833674,"Another day of turmoil across the global markets

With #stagflation settling in, rate hikes look set to be curbed by central banks slightly… spurring rotation back in to quality growth stocks

#MSFT
#GOOG
#FB
#UPST
#NVDA",MTrad25
10,2022-03-01 18:23:46+00:00,1498725701813522445,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/vVXzQWqqlk,leoventuresllc
11,2022-03-01 17:55:14+00:00,1498718520518987782,"#goog project
@good 
@Newsweek from Tokenoid. 
NLand Beta Version launch NOW!!!

NLand is a Play to Earn game developed by Tokenoid. The Pioneer of Indonesian NFT Game. https://t.co/0KskoKBxrZ #Nlandlauching #Tokenoid #IndonesiaNFTgame",AmanKum37251858
12,2022-03-01 17:29:10+00:00,1498711958371119114,"@dfwdallas GOOG is definitely still not Yahoo!
#GOOG",USAMidwest1
13,2022-03-01 11:53:46+00:00,1498627552222617601,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/OtkheWEPnC,leoventuresllc
14,2022-03-01 05:23:46+00:00,1498529404909199361,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/LCp6NzR6KS,leoventuresllc
15,2022-02-28 23:36:51+00:00,1498442100081364997,@dryan310 #goog on that list of yours?,bobbybruins79
16,2022-02-28 22:53:46+00:00,1498431259965538307,Google...What Can I Say !! #google #googl #stock #tech #internet #goog #technology #epic #monster https://t.co/3b02cUm6C9,leoventuresllc
