,Datetime,Tweet Id,Text,Username
0,2022-03-02 23:59:54+00:00,1499172680569790464,$PARMA #STILTON $MRI  #altcoin https://t.co/S5acwXESC0,janeojanewin_
1,2022-03-02 23:59:12+00:00,1499172501724798979,MOON AKITA ($MAKA) #Altcoin via https://t.co/6h4xRcnpBu https://t.co/3Q74O2y76k,nyan_lou618
2,2022-03-02 23:58:37+00:00,1499172353628151808,"I’d appreciate it if you Checked out my new video on how I’m looking for the next 10X 100X altcoins #altcoin #Crypto #altcoins 💎 

https://t.co/zvZTJpaulR https://t.co/rMj6M9hulm",heyimsurge
3,2022-03-02 23:58:20+00:00,1499172283625181184,"Aave Fear and Greed Index is currently 42 - MILD FEAR

Current #AAVE price is 139.41550157422915 usd
Current market cap is 1,900,019,106 usd
24h trading volume is 264,681,535 usd

#Altcoin FGI live analysis for top 100 #cryptocurrencies https://t.co/33TeK2CaAe",AltcoinFGI
4,2022-03-02 23:57:21+00:00,1499172036618317824,$PARMA / #STILTON / $MRI / #altcoin https://t.co/56UY87X422,BinCoer
5,2022-03-02 23:56:40+00:00,1499171866455511045,"Waves Fear and Greed Index is currently 84 - STRONG GREED

Current #WAVES price is 18.171445135942385 usd
Current market cap is 1,955,832,689 usd
24h trading volume is 1,077,331,268 usd

#Altcoin FGI live analysis for top 100 #cryptocurrencies https://t.co/n487jy9bwx",AltcoinFGI
6,2022-03-02 23:56:26+00:00,1499171808037289987,"$DOT seeing sustained chatter on 4chan over the last few daysVia https://t.co/CV4Bj1nEkI#dot    #4chan  #altcoin https://t.co/rIkr5PDOIi",topstonks
7,2022-03-02 23:53:27+00:00,1499171056967368706,"#Harmony Fear and Greed Index is currently 43 - MILD FEAR

Current #ONE price is 0.16656832233250718 usd
Current market cap is 1,967,044,075 usd
24h trading volume is 276,726,712 usd

#Altcoin FGI live analysis for top 100 #cryptocurrencies https://t.co/Px36K2eXcO",AltcoinFGI
8,2022-03-02 23:53:08+00:00,1499170974939467779,10 - uzun bir flood oldu :) #Bitcoin  açısından beklentimi orta ve uzun vadede detaylı anlatmak istedim zira #Bitcoin  beklentim #altcoin  leride  negatif/pozitif etkiliyor..her bölgede nasıl pozisyon almamız gerektiğini mutlaka öğrenmeliyiz..HAYALLER SATILIR GERÇEKLER YAŞANIR..,cryptobender35
9,2022-03-02 23:52:43+00:00,1499170870874734594,MOON AKITA ($MAKA) #Altcoin via https://t.co/6FnEGp6yaG https://t.co/DMGbB8KdT6,ShibCoinOwner
10,2022-03-02 23:52:31+00:00,1499170821583085569,".@Ukraine Is Accepting #Dogecoin Donations for Defense Against Russia :::: #Dogecoins #Doge #Memes #Altcoin #Token #Crypto #Ukraine
https://t.co/fDHl9Md72E",JPierceA
11,2022-03-02 23:50:11+00:00,1499170232837021696,2022 Will Bring The End Of Bitcoin's Genesis Stage #Altcoin #bitcoin via https://t.co/6h4xRcnpBu https://t.co/mAUAz5HsOM,nyan_lou618
12,2022-03-02 23:49:53+00:00,1499170156529938434,$PARMA / #STILTON / $MRI / #altcoin https://t.co/85IH3NeMrZ,Jhonatanalfares
13,2022-03-02 23:49:36+00:00,1499170085159976960,$PARMA / #STILTON / $MRI / #altcoin https://t.co/Nj6EBODWcJ,HUANGXINGQlAO
14,2022-03-02 23:49:03+00:00,1499169946768609280,$PARMA / #STILTON / $MRI / #altcoin https://t.co/EeL4qZi0UE,iloveupickaw
15,2022-03-02 23:48:50+00:00,1499169893874163712,$PARMA / #STILTON / $MRI / #altcoin https://t.co/P4DFeKQ3bC,yakaligawin
16,2022-03-02 23:48:43+00:00,1499169865642434561,"January target met, now $HBAR looks ready for some upside. Need a breakout of this wedge and above .26 cents for confirmation. Then I'd expect a move towards .44 cents at least. .19 cents must hold if any downside occurs. #HBAR #Hedera #Altcoin #Crypto https://t.co/tRy2mZILY2 https://t.co/PIZGuaKcCR",TraderChris7
17,2022-03-02 23:48:26+00:00,1499169793630429194,".#ShibaInu ready to launch higher as buyers being a rally to $0.000054 :::: #Shiba #Shib #ShibArmy #Crypto #Altcoin #Token #Memes 
https://t.co/LzFMf5mkv3",JPierceA
18,2022-03-02 23:48:10+00:00,1499169723744854017,#Altcoin FxWirePro- Top altcoins for the day (Strength index)(LUNAUSD and SOLUSD) https://t.co/wiyUxUFgjP,bitcoinpressuk
19,2022-03-02 23:48:00+00:00,1499169682665836547,"A Guide on the Limitations of Cryptocurrency Bots Trading

The cryptocurrency market never sleeps. It continually presents various opportunities for trade and profit. Take a look at how to use trading bots

#crypto #trading #Bitcoin #Altcoin 

https://t.co/ZbAUXWuqQ7",CryptoAdventure
20,2022-03-02 23:47:59+00:00,1499169679541440512,$PARMA / #STILTON / $MRI / #altcoin https://t.co/HbCweTwvQS,pickme2022
21,2022-03-02 23:47:35+00:00,1499169577497935874,"#Helium Fear and Greed Index is currently 41 - MILD FEAR

Current #HNT price is 24.16649580211506 usd
Current market cap is 2,720,464,234 usd
24h trading volume is 43,781,729 usd

#Altcoin FGI live analysis for top 100 #cryptocurrencies https://t.co/4a7NamEFhw",AltcoinFGI
22,2022-03-02 23:47:18+00:00,1499169508606418947,$PARMA / #STILTON / $MRI / #altcoin 👍👍👍👍 https://t.co/7zaqNTdYjD,winnlaayaa
23,2022-03-02 23:46:46+00:00,1499169375043342336,Lucky me thankyou $PARMA / #STILTON / $MRI / #altcoin https://t.co/LTPMuA9Dl1,vitalewins
24,2022-03-02 23:46:44+00:00,1499169363706146817,amazing! $PARMA / #STILTON / $MRI / #altcoin https://t.co/uhgYQ4g9Zl,mingibigwin
25,2022-03-02 23:46:28+00:00,1499169297247182852,"$ETH one of the most mentioned on 4chan over the last 7 daysVia https://t.co/1HNCqSuJnF#eth    #4chan  #altcoin https://t.co/CiFOeFgM3C",topstonks
26,2022-03-02 23:45:58+00:00,1499169171422482435,@norugpls @ParmaToken @RoganInu @StiltonMusk @RealShibaDoge $PARMA #STILTON $MRI #altcoin,missfua
27,2022-03-02 23:45:34+00:00,1499169069945085956,SWIFT Blockchain Alternatives | XRP + XLM + HBAR Analysis https://t.co/bOqZA37xNm #bitcoin #cryptocurrency #altcoin,CryptoRedivex
28,2022-03-02 23:45:01+00:00,1499168934792159233,@JerzyNFT Sweep @WoofSolana and @WoofersNFT #crypto #altcoin #Memes,DevonCarey18
29,2022-03-02 23:44:34+00:00,1499168819176419330,#PARMA #STILTON #MRI #altcoin https://t.co/w5awqonFrN,beobigwin
30,2022-03-02 23:44:13+00:00,1499168731301400576,I think $tel will only go up with news/updates.... it need to get listed on bigger exchanges to reduce the impact of @kucoin trading bots and get more exposure. #telcoin #altcoin #fintech #Ethereum #MATIC #btc #bnb #BTCUSDT,JAryubi
31,2022-03-02 23:43:24+00:00,1499168524077776899,$PARMA / #STILTON / $MRI / #altcoin https://t.co/MprQKtXm94,bismillahwin__
32,2022-03-02 23:42:42+00:00,1499168350047543299,2022 Will Bring The End Of Bitcoin's Genesis Stage #Altcoin #bitcoin via https://t.co/DMhm8rXCfG https://t.co/WNlSelcIxe,SaaSPumP
33,2022-03-02 23:42:28+00:00,1499168292912697347,@SafemoonWarrior #SAFEMOON #SAFEMOON #SAFEMOON #SAFEMOON #SAFEMOON #SAFEMOON32 #SAFEMOON32 #SAFEMOON32 #SAFEMOON32 #SAFEMOON32 #CRYPTO #CRYPTOCURRENCIES #ALTCOIN,MrNunez8
34,2022-03-02 23:42:07+00:00,1499168204966481926,"@TheMoonCarl If you sent me $1,000, the #metaverse #altcoin 💎 I would you buy is #PIN token, it has been reaching ATH for some days now 🔜🌙

FOMO on @PayItNow_PIN 

#BSCGem #BNB https://t.co/ufkrflSHlZ",real_Ab__
35,2022-03-02 23:40:59+00:00,1499167918436741121,What are u waiting for? This is the way... BUY #Shibtoro 🔥🔥🔥 easy to make 1000x #ShibtoroArmy #cryptocurrency #altcoin #ETH #NFTs https://t.co/nDz8WvkOk0,Jub12B
36,2022-03-02 23:40:48+00:00,1499167871053680641,Be aware #Bitcoin  #BTC  getting ready for major price retrace. #Crypto #altcoin haven’t seen the recent pump like bitcoin had with #RussianUkrainianWar tragedy that resulted in #Russia &amp; #Ukraine bitcoin run. #Fed unknown interest hike march 14-15th will crash all of the markets,BitcoinSurge
