,Datetime,Tweet Id,Text,Username
0,2022-03-02 22:00:04+00:00,1499142519845793801,One Bitcoin now worth $43971.126. Market Cap $834.253 Billion. Based on #coindesk BPI #bitcoin,BTCticker
1,2022-03-02 20:00:03+00:00,1499112317459607554,One Bitcoin now worth $43734.762. Market Cap $829.766 Billion. Based on #coindesk BPI #bitcoin,BTCticker
2,2022-03-02 18:35:42+00:00,1499091091873800204,Love the #hedera swag @SoloCeesay. #letsgetnewmoney #coindesk #hbar https://t.co/5Tw3FbPE5d,its_chavah
3,2022-03-02 18:00:04+00:00,1499082121444478976,One Bitcoin now worth $43822.881. Market Cap $831.435 Billion. Based on #coindesk BPI #bitcoin,BTCticker
4,2022-03-02 16:00:03+00:00,1499051921688215555,One Bitcoin now worth $44180.330. Market Cap $838.213 Billion. Based on #coindesk BPI #bitcoin,BTCticker
5,2022-03-02 14:44:13+00:00,1499032837122666501,"@sajad1639 @meysamkhan318 @Khadijhe2 @AnaElyac @Uniquefinanzag #Uniquefinanzag
#Unqt
#Uniquefinance
#Uniquefinanzag
#Binance
#CoinDesk",Nadr68875558
6,2022-03-02 14:42:08+00:00,1499032313862049792,Animoca Brands Will Stop Offering Services to Russian Users: Report #coindesk #bitcoin #crypto https://t.co/AuDBRVm2rA,x3tko
7,2022-03-02 14:00:03+00:00,1499021722137378824,One Bitcoin now worth $43469.955. Market Cap $824.732 Billion. Based on #coindesk BPI #bitcoin,BTCticker
8,2022-03-02 13:41:40+00:00,1499017094611881984,据 #CoinDesk ，根据链上数据，在宣布空投后，乌克兰收到了超过 700 万美元的加密货币捐款，效果非常显著。目前尚不清楚乌克兰的空投将带来什么，是类似 #DAO Token 还是 #NFT 。,ferwoo1990
9,2022-03-02 12:00:03+00:00,1498991522548793346,One Bitcoin now worth $44122.987. Market Cap $837.120 Billion. Based on #coindesk BPI #bitcoin,BTCticker
10,2022-03-02 10:00:03+00:00,1498961322662318080,One Bitcoin now worth $43904.425. Market Cap $832.970 Billion. Based on #coindesk BPI #bitcoin,BTCticker
11,2022-03-02 08:00:03+00:00,1498931124936089602,One Bitcoin now worth $43967.979. Market Cap $834.173 Billion. Based on #coindesk BPI #bitcoin,BTCticker
12,2022-03-02 06:00:02+00:00,1498900923141267457,One Bitcoin now worth $44296.087. Market Cap $840.393 Billion. Based on #coindesk BPI #bitcoin,BTCticker
13,2022-03-02 04:00:03+00:00,1498870726056677379,One Bitcoin now worth $44367.588. Market Cap $841.745 Billion. Based on #coindesk BPI #bitcoin,BTCticker
14,2022-03-02 03:58:40+00:00,1498870377107259392,How to Make Blockchain a New Kind of Economic Engine #coindesk #bitcoin #crypto https://t.co/qxWbieEhJi,x3tko
15,2022-03-02 02:00:03+00:00,1498840527290224640,One Bitcoin now worth $44047.343. Market Cap $835.668 Billion. Based on #coindesk BPI #bitcoin,BTCticker
16,2022-03-02 00:00:03+00:00,1498810327059869700,One Bitcoin now worth $44416.084. Market Cap $842.661 Billion. Based on #coindesk BPI #bitcoin,BTCticker
17,2022-03-01 23:02:47+00:00,1498795916278452225,#coindesk  https://t.co/FMgAU5sDVw,pizzamodi13
18,2022-03-01 22:00:02+00:00,1498780126728929281,One Bitcoin now worth $43869.582. Market Cap $832.289 Billion. Based on #coindesk BPI #bitcoin,BTCticker
19,2022-03-01 20:00:03+00:00,1498749932232130566,One Bitcoin now worth $43751.976. Market Cap $830.053 Billion. Based on #coindesk BPI #bitcoin,BTCticker
20,2022-03-01 18:00:02+00:00,1498719729061699588,One Bitcoin now worth $43648.482. Market Cap $828.087 Billion. Based on #coindesk BPI #bitcoin,BTCticker
21,2022-03-01 16:00:03+00:00,1498689530748096512,One Bitcoin now worth $43691.726. Market Cap $828.904 Billion. Based on #coindesk BPI #bitcoin,BTCticker
22,2022-03-01 14:00:02+00:00,1498659329553182721,One Bitcoin now worth $44517.542. Market Cap $844.569 Billion. Based on #coindesk BPI #bitcoin,BTCticker
23,2022-03-01 12:00:03+00:00,1498629135400325121,One Bitcoin now worth $43629.105. Market Cap $827.710 Billion. Based on #coindesk BPI #bitcoin,BTCticker
24,2022-03-01 11:43:12+00:00,1498624892958228486,"وفقًا للأرقام الواردة من #Coinbase و #coindesk ارتفعت قيم العملات الرقمية بالسرعة نفسها التي انخفضت بها تقريبًا ، حيث أشار بعض المحللين إلى قدرة #bitcoin على العمل كأصل ملاذ آمن في أوقات الاضطرابات العالمية كالحروب والازمات العالمية

https://t.co/mB9t7Rnqge",creptouae
25,2022-03-01 10:00:03+00:00,1498598936210288641,One Bitcoin now worth $43272.844. Market Cap $820.947 Billion. Based on #coindesk BPI #bitcoin,BTCticker
26,2022-03-01 08:00:03+00:00,1498568736214851584,One Bitcoin now worth $43471.249. Market Cap $824.706 Billion. Based on #coindesk BPI #bitcoin,BTCticker
27,2022-03-01 06:00:03+00:00,1498538538291412995,One Bitcoin now worth $43208.514. Market Cap $819.718 Billion. Based on #coindesk BPI #bitcoin,BTCticker
28,2022-03-01 04:00:03+00:00,1498508339629674502,One Bitcoin now worth $43186.712. Market Cap $819.299 Billion. Based on #coindesk BPI #bitcoin,BTCticker
29,2022-03-01 03:34:15+00:00,1498501844888264707,Coinbase Ventures Lead Katherine Wu Leaves for VC Firm Archetype #coindesk #bitcoin #crypto https://t.co/WmHuDWzGpY,x3tko
30,2022-03-01 02:00:03+00:00,1498478140808732673,One Bitcoin now worth $43274.584. Market Cap $820.963 Billion. Based on #coindesk BPI #bitcoin,BTCticker
31,2022-03-01 00:00:03+00:00,1498447939861204999,One Bitcoin now worth $43203.950. Market Cap $819.621 Billion. Based on #coindesk BPI #bitcoin,BTCticker
32,2022-02-28 22:00:02+00:00,1498417738599084036,One Bitcoin now worth $41661.255. Market Cap $790.351 Billion. Based on #coindesk BPI #bitcoin,BTCticker
33,2022-02-28 20:00:03+00:00,1498387543989145607,One Bitcoin now worth $41359.855. Market Cap $784.631 Billion. Based on #coindesk BPI #bitcoin,BTCticker
34,2022-02-28 18:00:03+00:00,1498357345231028227,One Bitcoin now worth $41306.304. Market Cap $783.612 Billion. Based on #coindesk BPI #bitcoin,BTCticker
35,2022-02-28 16:00:03+00:00,1498327143490674693,One Bitcoin now worth $40808.357. Market Cap $774.161 Billion. Based on #coindesk BPI #bitcoin,BTCticker
36,2022-02-28 14:00:02+00:00,1498296941704265731,One Bitcoin now worth $38032.544. Market Cap $721.497 Billion. Based on #coindesk BPI #bitcoin,BTCticker
37,2022-02-28 12:00:03+00:00,1498266746880413696,One Bitcoin now worth $38398.221. Market Cap $728.431 Billion. Based on #coindesk BPI #bitcoin,BTCticker
38,2022-02-28 11:56:23+00:00,1498265822271209473,"We are proud to bring @CoinDesk to the Tribe! ✨🌐

#faithtribe $ftrb #coindesk https://t.co/OecP7WhdrU",RealFaithTribe
39,2022-02-28 10:40:25+00:00,1498246704440639488,Russia Invades Ukraine: Impact on the Markets #coindesk #bitcoin #crypto https://t.co/vxOv7yUWXb,x3tko
40,2022-02-28 10:00:03+00:00,1498236547342249989,One Bitcoin now worth $38253.286. Market Cap $725.678 Billion. Based on #coindesk BPI #bitcoin,BTCticker
41,2022-02-28 08:00:02+00:00,1498206345761333250,One Bitcoin now worth $38344.270. Market Cap $727.402 Billion. Based on #coindesk BPI #bitcoin,BTCticker
42,2022-02-28 06:00:03+00:00,1498176150954258435,One Bitcoin now worth $37836.915. Market Cap $717.775 Billion. Based on #coindesk BPI #bitcoin,BTCticker
43,2022-02-28 04:00:03+00:00,1498145951701155841,One Bitcoin now worth $37808.476. Market Cap $717.232 Billion. Based on #coindesk BPI #bitcoin,BTCticker
44,2022-02-28 02:00:02+00:00,1498115749197627392,One Bitcoin now worth $38079.728. Market Cap $722.376 Billion. Based on #coindesk BPI #bitcoin,BTCticker
45,2022-02-28 01:42:40+00:00,1498111376119656449,"No, Crypto Won't 'Fix This' for Russia #coindesk #bitcoin #crypto https://t.co/yxo5Virf90",x3tko
46,2022-02-28 00:00:05+00:00,1498085559411093505,One Bitcoin now worth $37683.655. Market Cap $714.859 Billion. Based on #coindesk BPI #bitcoin,BTCticker
47,2022-02-27 22:00:03+00:00,1498055352805429260,One Bitcoin now worth $37445.641. Market Cap $710.341 Billion. Based on #coindesk BPI #bitcoin,BTCticker
48,2022-02-27 20:00:02+00:00,1498025151337840647,One Bitcoin now worth $37659.975. Market Cap $714.403 Billion. Based on #coindesk BPI #bitcoin,BTCticker
49,2022-02-27 18:00:02+00:00,1497994952202145800,One Bitcoin now worth $39007.119. Market Cap $739.955 Billion. Based on #coindesk BPI #bitcoin,BTCticker
50,2022-02-27 16:00:02+00:00,1497964754610106372,One Bitcoin now worth $39359.841. Market Cap $746.643 Billion. Based on #coindesk BPI #bitcoin,BTCticker
51,2022-02-27 14:34:24+00:00,1497943201939738630,Lender Beware: The Potential DeFi Tax Trap #coindesk #bitcoin #crypto https://t.co/TI5TKFXlIK,x3tko
